rule_id,level,table,field,rule,ref_table,ref_key,ref_field,vocabulary_id,field_value,unit,rangeorder,threashold,note1,note2,note3
53767,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497160,,,M,남성생식기관 검사물의 면역학적 이상소견,Abnormal immunological findings in specimens from male genital organs,
53768,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497161,,,M,남성생식기관 검사물의 미생물학적 이상소견,Abnormal microbiological findings in specimens from male genital organs,
53769,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497162,,,M,남성생식기관 검사물의 세포학적 이상소견,Abnormal cytological findings in specimens from male genital organs,
53770,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497163,,,M,남성생식기관 검사물의 조직학적 이상소견,Abnormal histological findings in specimens from male genital organs,
53771,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497164,,,M,남성생식기관 검사물의 기타 이상소견,Other abnormal findings in specimens from male genital organs,
53772,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497165,,,M,남성생식기관 검사물의 상세불명의 이상소견,Unspecified abnormal finding in specimens from male genital organs,
53773,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497166,,,F,여성생식기관 검사물의 이상소견,Abnormal findings in specimens from female genital organs,
53774,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497167,,,F,여성생식기관 검사물의 이상효소수치,Abnormal level of enzymes in specimens from female genital organs,
53775,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497168,,,F,여성생식기관 검사물의 이상호르몬수치,Abnormal level of hormones in specimens from female genital organs,
53776,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497169,,,F,"여성생식기관 검사물의 기타 약물, 약제, 생물학적 물질의 이상수치","Abnormal level of other drugs, medicaments and biological substances in specimens from female genital organs",
53777,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497170,,,F,여성생식기관 검사물의 출처가 주로 비의약품인 물질의 이상수치,Abnormal level of substances chiefly nonmedicinal as to source in specimens from female genital organs,
53778,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497171,,,F,여성생식기관 검사물의 면역학적 이상소견,Abnormal immunological findings in specimens from female genital organs,
53779,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497172,,,F,여성생식기관 검사물의 미생물학적 이상소견,Abnormal microbiological findings in specimens from female genital organs,
53780,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497173,,,F,여성생식기관 검사물의 세포학적 이상소견,Abnormal cytological findings in specimens from female genital organs,
53781,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497174,,,F,여성생식기관 검사물의 조직학적 이상소견,Abnormal histological findings in specimens from female genital organs,
53782,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497175,,,F,여성생식기관 검사물의 기타 이상소견,Other abnormal findings in specimens from female genital organs,
53783,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42497176,,,F,여성생식기관 검사물의 상세불명의 이상소견,Unspecified abnormal finding in specimens from female genital organs,
53784,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498183,,,M,음경의 열린상처,Open wound of penis,
53785,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498184,,,M,음낭 및 고환의 열린상처,Open wound of scrotum and testes,
53786,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498185,,,F,질 및 외음부의 열린상처,Open wound of vagina and vulva,
53787,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498603,,,F,난소의 손상,Injury of ovary,
53788,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498604,,,F,강내로의 열린상처가 없는 난소의 손상,Injury of ovary without open wound into cavity,
53789,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498605,,,F,"강내로의 열린상처가 없는 난소의 손상, 폭풍손상","Injury of ovary without open wound into cavity, blast injuries",
53790,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498606,,,F,"강내로의 열린상처가 없는 난소의 손상, 타박상","Injury of ovary without open wound into cavity, bruise",
53791,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498607,,,F,"강내로의 열린상처가 없는 난소의 손상, 진탕손상","Injury of ovary without open wound into cavity, concussion injuries",
53792,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498609,,,F,"강내로의 열린상처가 없는 난소의 손상, 으깸","Injury of ovary without open wound into cavity, crushing",
53793,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498610,,,F,"강내로의 열린상처가 없는 난소의 손상, 열상","Injury of ovary without open wound into cavity, laceration",
53794,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498611,,,F,"강내로의 열린상처가 없는 난소의 손상, 외상성 혈종","Injury of ovary without open wound into cavity, traumatic haematoma",
53795,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498612,,,F,"강내로의 열린상처가 없는 난소의 손상, 외상성 천자","Injury of ovary without open wound into cavity, traumatic puncture",
53796,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498613,,,F,"강내로의 열린상처가 없는 난소의 손상, 외상성 파열","Injury of ovary without open wound into cavity, traumatic rupture",
53797,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498614,,,F,"강내로의 열린상처가 없는 난소의 손상, 외상성 찢김","Injury of ovary without open wound into cavity, traumatic tear",
53798,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498615,,,F,"강내로의 열린상처가 없는 난소의 손상, 기타 및 상세불명의 손상","Injury of ovary without open wound into cavity, other and unspecified injuries",
53799,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498616,,,F,강내로의 열린상처가 있는 난소의 손상,Injury of ovary with open wound into cavity,
53800,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498617,,,F,"강내로의 열린상처가 있는 난소의 손상, 폭풍손상","Injury of ovary with open wound into cavity, blast injuries",
53801,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498618,,,F,"강내로의 열린상처가 있는 난소의 손상, 타박상","Injury of ovary with open wound into cavity, bruise",
53802,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498619,,,F,"강내로의 열린상처가 있는 난소의 손상, 진탕손상","Injury of ovary with open wound into cavity, concussion injuries",
53803,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498620,,,F,"강내로의 열린상처가 있는 난소의 손상, 으깸","Injury of ovary with open wound into cavity, crushing",
53804,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498621,,,F,"강내로의 열린상처가 있는 난소의 손상, 열상","Injury of ovary with open wound into cavity, laceration",
53805,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498622,,,F,"강내로의 열린상처가 있는 난소의 손상, 외상성 혈종","Injury of ovary with open wound into cavity, traumatic haematoma",
53806,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498623,,,F,"강내로의 열린상처가 있는 난소의 손상, 외상성 천자","Injury of ovary with open wound into cavity, traumatic puncture",
53807,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498624,,,F,"강내로의 열린상처가 있는 난소의 손상, 외상성 파열","Injury of ovary with open wound into cavity, traumatic rupture",
53808,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498625,,,F,"강내로의 열린상처가 있는 난소의 손상, 외상성 찢김","Injury of ovary with open wound into cavity, traumatic tear",
53809,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498626,,,F,"강내로의 열린상처가 있는 난소의 손상, 기타 및 상세불명의 손상","Injury of ovary with open wound into cavity, other and unspecified injuries",
53810,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498627,,,F,난관의 손상,Injury of fallopian tube,
53811,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498628,,,F,강내로의 열린상처가 없는 난관의 손상,Injury of fallopian tube without open wound into cavity,
53812,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498629,,,F,"강내로의 열린상처가 없는 난관의 손상, 폭풍손상","Injury of fallopian tube without open wound into cavity, blast injuries",
53813,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498630,,,F,"강내로의 열린상처가 없는 난관의 손상, 타박상","Injury of fallopian tube without open wound into cavity, bruise",
53814,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498631,,,F,"강내로의 열린상처가 없는 난관의 손상, 진탕손상","Injury of fallopian tube without open wound into cavity, concussion injuries",
53815,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498632,,,F,"강내로의 열린상처가 없는 난관의 손상, 으깸","Injury of fallopian tube without open wound into cavity, crushing",
53816,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498633,,,F,"강내로의 열린상처가 없는 난관의 손상, 열상","Injury of fallopian tube without open wound into cavity, laceration",
53817,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498634,,,F,"강내로의 열린상처가 없는 난관의 손상, 외상성 혈종","Injury of fallopian tube without open wound into cavity, traumatic haematoma",
53818,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498635,,,F,"강내로의 열린상처가 없는 난관의 손상, 외상성 천자","Injury of fallopian tube without open wound into cavity, traumatic puncture",
53819,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498636,,,F,"강내로의 열린상처가 없는 난관의 손상, 외상성 파열","Injury of fallopian tube without open wound into cavity, traumatic rupture",
53820,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498637,,,F,"강내로의 열린상처가 없는 난관의 손상, 외상성 찢김","Injury of fallopian tube without open wound into cavity, traumatic tear",
53821,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498638,,,F,"강내로의 열린상처가 없는 난관의 손상, 기타 및 상세불명의 손상","Injury of fallopian tube without open wound into cavity, other and unspecified injuries",
53822,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498639,,,F,강내로의 열린상처가 있는 난관의 손상,Injury of fallopian tube with open wound into cavity,
53823,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498640,,,F,"강내로의 열린상처가 있는 난관의 손상, 폭풍손상","Injury of fallopian tube with open wound into cavity, blast injuries",
53824,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498641,,,F,"강내로의 열린상처가 있는 난관의 손상, 타박상","Injury of fallopian tube with open wound into cavity, bruise",
53825,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498642,,,F,"강내로의 열린상처가 있는 난관의 손상, 진탕손상","Injury of fallopian tube with open wound into cavity, concussion injuries",
53826,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498643,,,F,"강내로의 열린상처가 있는 난관의 손상, 으깸","Injury of fallopian tube with open wound into cavity, crushing",
53827,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498644,,,F,"강내로의 열린상처가 있는 난관의 손상, 열상","Injury of fallopian tube with open wound into cavity, laceration",
53828,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498645,,,F,"강내로의 열린상처가 있는 난관의 손상, 외상성 혈종","Injury of fallopian tube with open wound into cavity, traumatic haematoma",
53829,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498646,,,F,"강내로의 열린상처가 있는 난관의 손상, 외상성 천자","Injury of fallopian tube with open wound into cavity, traumatic puncture",
53830,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498647,,,F,"강내로의 열린상처가 있는 난관의 손상, 외상성 파열","Injury of fallopian tube with open wound into cavity, traumatic rupture",
53831,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498648,,,F,"강내로의 열린상처가 있는 난관의 손상, 외상성 찢김","Injury of fallopian tube with open wound into cavity, traumatic tear",
53832,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498649,,,F,"강내로의 열린상처가 있는 난관의 손상, 기타 및 상세불명의 손상","Injury of fallopian tube with open wound into cavity, other and unspecified injuries",
53833,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498650,,,F,자궁의 손상,Injury of uterus,
53834,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498651,,,F,강내로의 열린상처가 없는 자궁의 손상,Injury of uterus without open wound into cavity,
53835,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498652,,,F,"강내로의 열린상처가 없는 자궁의 손상, 폭풍손상","Injury of uterus without open wound into cavity, blast injuries",
53836,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498653,,,F,"강내로의 열린상처가 없는 자궁의 손상, 타박상","Injury of uterus without open wound into cavity, bruise",
53837,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498654,,,F,"강내로의 열린상처가 없는 자궁의 손상, 진탕손상","Injury of uterus without open wound into cavity, concussion injuries",
53838,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498655,,,F,"강내로의 열린상처가 없는 자궁의 손상, 으깸","Injury of uterus without open wound into cavity, crushing",
53839,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498656,,,F,"강내로의 열린상처가 없는 자궁의 손상, 열상","Injury of uterus without open wound into cavity, laceration",
53840,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498657,,,F,"강내로의 열린상처가 없는 자궁의 손상, 외상성 혈종","Injury of uterus without open wound into cavity, traumatic haematoma",
53841,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498658,,,F,"강내로의 열린상처가 없는 자궁의 손상, 외상성 천자","Injury of uterus without open wound into cavity, traumatic puncture",
53842,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498659,,,F,"강내로의 열린상처가 없는 자궁의 손상, 외상성 파열","Injury of uterus without open wound into cavity, traumatic rupture",
53843,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498660,,,F,"강내로의 열린상처가 없는 자궁의 손상, 외상성 찢김","Injury of uterus without open wound into cavity, traumatic tear",
53844,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498661,,,F,"강내로의 열린상처가 없는 자궁의 손상, 기타 및 상세불명의 손상","Injury of uterus without open wound into cavity, other and unspecified injuries",
53845,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498662,,,F,강내로의 열린상처가 있는 자궁의 손상,Injury of uterus with open wound into cavity,
53846,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498663,,,F,"강내로의 열린상처가 있는 자궁의 손상, 폭풍손상","Injury of uterus with open wound into cavity, blast injuries",
53847,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498664,,,F,"강내로의 열린상처가 있는 자궁의 손상, 타박상","Injury of uterus with open wound into cavity, bruise",
53848,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498665,,,F,"강내로의 열린상처가 있는 자궁의 손상, 진탕손상","Injury of uterus with open wound into cavity, concussion injuries",
53849,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498666,,,F,"강내로의 열린상처가 있는 자궁의 손상, 으깸","Injury of uterus with open wound into cavity, crushing",
53850,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498667,,,F,"강내로의 열린상처가 있는 자궁의 손상, 열상","Injury of uterus with open wound into cavity, laceration",
53851,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498668,,,F,"강내로의 열린상처가 있는 자궁의 손상, 외상성 혈종","Injury of uterus with open wound into cavity, traumatic haematoma",
53852,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498669,,,F,"강내로의 열린상처가 있는 자궁의 손상, 외상성 천자","Injury of uterus with open wound into cavity, traumatic puncture",
53853,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498670,,,F,"강내로의 열린상처가 있는 자궁의 손상, 외상성 파열","Injury of uterus with open wound into cavity, traumatic rupture",
53854,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498671,,,F,"강내로의 열린상처가 있는 자궁의 손상, 외상성 찢김","Injury of uterus with open wound into cavity, traumatic tear",
53855,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42498672,,,F,"강내로의 열린상처가 있는 자궁의 손상, 기타 및 상세불명의 손상","Injury of uterus with open wound into cavity, other and unspecified injuries",
53856,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42500166,,,F,외음 및 질의 이물,Foreign body in vulva and vagina,
53857,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42500167,,,F,자궁[모든 부분]의 이물,Foreign body in uterus[any part],
53858,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42500990,,,F,자궁내피임장치의 기계적 합병증,Mechanical complication of intrauterine contraceptive device,
53859,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505186,,,F,부인과적 검사(일반적)(일상적),Gynaecological examination (general)(routine),
53860,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505259,,,F,자궁경부의 신생물에 대한 특수선별검사,Special screening examination for neoplasm of cervix,
53861,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505260,,,M,전립선의 신생물에 대한 특수선별검사,Special screening examination for neoplasm of prostate,
53862,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505346,,,F,(자궁내)피임장치의 삽입,Insertion of (intrauterine) contraceptive device,
53863,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505348,,,F,월경추출법,Menstrual extraction,
53864,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505350,,,F,(자궁내)피임장치의 감시,Surveillance of (intrauterine) contraceptive device,
53865,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505358,,,F,인공정액주입,Artificial insemination,
53866,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505359,,,F,시험관수정,In vitro fertilization,
53867,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505366,,,F,임신검사,Pregnancy examination and test,
53868,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505367,,,F,확인 안된 임신,"Pregnancy, not (yet) confirmed",
53869,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505368,,,F,확인된 임신,Pregnancy confirmed,
53870,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505369,,,F,우연히 확인된 임신상태,"Pregnant state, incidental",
53871,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505370,,,F,정상임신의 관리,Supervision of normal pregnancy,
53872,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505371,,,F,정상최초임신의 관리,Supervision of normal first pregnancy,
53873,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505372,,,F,"정상최초임신의 관리, 임신 22주 미만","Supervision of normal first pregnancy, less than 22 weeks pregnant",
53874,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505373,,,F,"정상최초임신의 관리, 임신 22주 이상, 34주 미만","Supervision of normal first pregnancy, 22 weeks pregnant or more ~ less than 34 weeks pregnant",
53875,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505374,,,F,"정상최초임신의 관리, 임신 34주 이상","Supervision of normal first pregnancy, 34 weeks or more pregnant",
53876,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505375,,,F,"정상최초임신의 관리, 상세불명의 임신기간","Supervision of normal first pregnancy, unspecified pregnancy duration",
53877,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505376,,,F,기타 정상임신의 관리,Supervision of other normal pregnancy,
53878,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505377,,,F,"기타 정상임신의 관리, 임신 22주 미만","Supervision of other normal pregnancy, less than 22 weeks pregnant",
53879,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505378,,,F,"기타 정상임신의 관리, 임신 22주 이상, 34주 미만","Supervision of other normal pregnancy, 22 weeks pregnant or more ~ less than 34 weeks pregnant",
53880,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505379,,,F,"기타 정상임신의 관리, 임신 34주 이상","Supervision of other normal pregnancy, 34 weeks or more pregnant",
53881,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505381,,,F,"기타 정상임신의 관리, 상세불명의 임신기간","Supervision of other normal pregnancy, unspecified pregnancy duration",
53882,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505382,,,F,상세불명의 정상임신의 관리,"Supervision of normal pregnancy, unspecified",
53883,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505383,,,F,"상세불명의 정상임신의 관리, 임신 22주 미만","Supervision of normal pregnancy, unspecified, less than 22 weeks pregnant",
53884,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505384,,,F,"상세불명의 정상임신의 관리, 임신 22주 이상, 34주 미만","Supervision of normal pregnancy, unspecified, 22 weeks pregnant or more ~ less than 34 weeks pregnant",
53885,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505385,,,F,"상세불명의 정상임신의 관리, 임신 34주 이상","Supervision of normal pregnancy, unspecified, 34 weeks or more pregnant",
53886,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505386,,,F,"상세불명의 정상임신의 관리, 상세불명의 임신기간","Supervision of normal pregnancy, unspecified, unspecified pregnancy duration",
53887,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505387,,,F,고위험임신의 관리,Supervision of high-risk pregnancy,
53888,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505388,,,F,불임의 기왕력을 가진 임신의 관리,Supervision of pregnancy with history of infertility,
53889,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505389,,,F,유산의 기왕력을 가진 임신의 관리,Supervision of pregnancy with history of abortive outcome,
53890,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505390,,,F,기타 불량한 생식 또는 산과적 기왕력이 있는 임신의 관리,Supervision of pregnancy with other poor reproductive or obstetric history,
53891,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505391,,,F,불충분한 산전관리의 기왕력이 있는 임신의 관리,Supervision of pregnancy with history of insufficient antenatal care,
53892,2,condition_occurrence,condition_source_concept_id,gender accuracy,person,person_id,"T2.""gender_concept_id""",KCD7,42505392,,,F,5회 이상 다분만을 동반한 임신의 관리,Supervision of pregnancy with grand multiparity,
